B, 27.906249999988333, -16.581249999987666
B, 28.206250000012332, -16.88541666667867
B, 27.902083333321333, -16.702083333330666
B, 27.906249999988333, -16.893750000012666
B, 28.072916666668334, -16.80625000000567
D, 27.952083333325334, -16.793750000004668
D, 28.056250000000333, -16.910416666680668
G, 28.118750000005335, -16.902083333346667
G, 28.002083333329335, -16.73124999999967
G, 27.993749999995334, -16.902083333346667
G, 27.993749999995334, -16.57291666665367
H, 27.972916666660332, -16.656249999993666
H, 27.868749999985333, -16.785416666670667
H, 28.006249999996335, -16.822916666673667
H, 27.881249999986334, -16.835416666674668
